Latitude (decimal degrees):	48.265
Longitude (decimal degrees):	11.669
Elevation (m):	476
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050115:1310,757.17,616.4,130.81,6.23,16.48,2.02,2.62,0.0
20050115:1410,629.41,504.64,115.56,4.3,11.05,1.71,2.28,0.0
20050115:1510,427.17,357.74,72.69,1.72,3.92,0.64,2.07,0.0
20050115:1610,0.0,0.0,0.0,0.0,0.0,-0.78,2.21,0.0
20050115:1710,0.0,0.0,0.0,0.0,0.0,-1.46,2.28,0.0
20050115:1810,0.0,0.0,0.0,0.0,0.0,-1.83,2.41,0.0
20050115:1910,0.0,0.0,0.0,0.0,0.0,-1.69,2.14,0.0
20050115:2010,0.0,0.0,0.0,0.0,0.0,-1.86,2.07,0.0
20050115:2110,0.0,0.0,0.0,0.0,0.0,-2.05,2.14,0.0
20050115:2210,0.0,0.0,0.0,0.0,0.0,-2.56,2.21,0.0
20050115:2310,0.0,0.0,0.0,0.0,0.0,-2.55,2.34,0.0
20050116:0010,0.0,0.0,0.0,0.0,0.0,-2.59,2.34,0.0
20050116:0110,0.0,0.0,0.0,0.0,0.0,-2.66,2.34,0.0
20050116:0210,0.0,0.0,0.0,0.0,0.0,-2.8,2.21,0.0
20050116:0310,0.0,0.0,0.0,0.0,0.0,-2.96,2.14,0.0
20050116:0410,0.0,0.0,0.0,0.0,0.0,-3.02,2.14,0.0
20050116:0510,0.0,0.0,0.0,0.0,0.0,-3.07,2.14,0.0
20050116:0610,0.0,0.0,0.0,0.0,0.0,-3.32,2.0,0.0
20050116:0710,0.0,0.0,0.0,0.0,0.0,-4.21,1.93,0.0
20050116:0810,263.57,209.5,48.88,1.82,8.58,-3.88,1.66,0.0
20050116:0910,515.84,394.44,103.09,4.3,14.75,-1.67,1.24,0.0
20050116:1010,715.67,599.55,113.06,6.4,18.94,0.44,0.83,0.0
20050116:1110,793.56,687.54,125.77,7.44,20.74,1.96,0.41,0.0
20050116:1210,793.78,673.52,140.32,7.36,19.96,2.71,0.62,0.0
20050116:1310,784.2,700.79,105.06,6.6,16.69,3.13,0.62,0.0
20050116:1410,629.53,526.38,112.16,4.45,11.26,2.93,0.48,0.0
20050116:1510,459.2,398.15,71.9,1.87,4.12,2.24,1.03,0.0
20050116:1610,0.0,0.0,0.0,0.0,0.0,0.47,1.59,0.0
20050116:1710,0.0,0.0,0.0,0.0,0.0,-1.34,1.72,0.0
20050116:1810,0.0,0.0,0.0,0.0,0.0,-2.77,1.38,0.0
20050116:1910,0.0,0.0,0.0,0.0,0.0,-3.19,1.1,0.0
20050116:2010,0.0,0.0,0.0,0.0,0.0,-2.97,0.97,0.0
20050116:2110,0.0,0.0,0.0,0.0,0.0,-2.52,0.83,0.0
20050116:2210,0.0,0.0,0.0,0.0,0.0,-1.98,0.69,0.0
20050116:2310,0.0,0.0,0.0,0.0,0.0,-1.66,0.55,0.0
20050117:0010,0.0,0.0,0.0,0.0,0.0,-1.56,0.34,0.0
20050117:0110,0.0,0.0,0.0,0.0,0.0,-1.52,0.07,0.0
20050117:0210,0.0,0.0,0.0,0.0,0.0,-1.64,0.07,0.0
20050117:0310,0.0,0.0,0.0,0.0,0.0,-1.79,0.28,0.0
20050117:0410,0.0,0.0,0.0,0.0,0.0,-1.8,0.34,0.0
20050117:0510,0.0,0.0,0.0,0.0,0.0,-1.74,0.07,0.0
20050117:0610,0.0,0.0,0.0,0.0,0.0,-1.73,0.07,0.0
20050117:0710,0.0,0.0,0.0,0.0,0.0,-2.79,0.41,0.0
20050117:0810,259.37,210.13,46.86,1.82,8.71,-3.11,0.34,0.0
20050117:0910,540.04,445.31,85.32,4.45,14.9,-1.07,0.07,0.0
20050117:1010,723.57,642.02,94.0,6.54,19.11,1.74,0.14,0.0
20050117:1110,825.7,776.0,88.33,7.78,20.93,3.87,0.21,0.0
20050117:1210,831.42,780.43,94.6,7.74,20.16,5.15,0.34,0.0
20050117:1310,765.14,694.41,103.62,6.6,16.9,5.65,0.41,0.0
20050117:1410,662.54,585.32,93.23,4.68,11.47,5.42,0.9,0.0
20050117:1510,462.4,405.16,69.55,1.93,4.32,4.26,1.72,0.0
20050117:1610,0.0,0.0,0.0,0.0,0.0,2.22,2.0,0.0
20050117:1710,0.0,0.0,0.0,0.0,0.0,0.07,1.79,0.0
20050117:1810,0.0,0.0,0.0,0.0,0.0,-1.41,1.38,0.0
20050117:1910,0.0,0.0,0.0,0.0,0.0,-2.0,1.1,0.0
20050117:2010,0.0,0.0,0.0,0.0,0.0,-1.66,0.9,0.0
20050117:2110,0.0,0.0,0.0,0.0,0.0,-0.8,0.62,0.0
20050117:2210,0.0,0.0,0.0,0.0,0.0,-0.62,0.76,0.0
20050117:2310,0.0,0.0,0.0,0.0,0.0,-1.28,1.1,0.0
20050118:0010,0.0,0.0,0.0,0.0,0.0,-1.97,1.31,0.0
20050118:0110,0.0,0.0,0.0,0.0,0.0,-1.81,1.24,0.0
20050118:0210,0.0,0.0,0.0,0.0,0.0,-1.2,0.97,0.0
20050118:0310,0.0,0.0,0.0,0.0,0.0,-1.8,1.17,0.0
20050118:0410,0.0,0.0,0.0,0.0,0.0,-2.65,1.72,0.0
20050118:0510,0.0,0.0,0.0,0.0,0.0,-2.81,1.59,0.0
20050118:0610,0.0,0.0,0.0,0.0,0.0,-2.6,1.45,0.0
20050118:0710,0.0,0.0,0.0,0.0,0.0,-1.55,2.0,0.0
20050118:0810,207.5,157.96,51.46,1.68,8.85,-0.79,1.86,0.0
20050118:0910,38.56,0.0,50.99,1.2,15.06,1.31,1.45,0.0
20050118:1010,68.88,0.0,81.4,1.91,19.29,3.45,1.24,0.0
20050118:1110,80.35,0.0,93.03,2.18,21.12,4.95,1.1,0.0
20050118:1210,36.93,0.0,50.09,1.17,20.37,5.04,0.28,0.0
20050118:1310,34.51,0.0,47.41,1.11,17.11,4.37,1.79,0.0
20050118:1410,14.03,0.0,25.05,0.59,11.68,3.35,1.86,0.0
20050118:1510,2.98,0.0,10.73,0.25,4.53,2.49,1.17,0.0
20050118:1610,0.0,0.0,0.0,0.0,0.0,1.3,1.03,0.0
20050118:1710,0.0,0.0,0.0,0.0,0.0,0.38,1.38,0.0
20050118:1810,0.0,0.0,0.0,0.0,0.0,-0.11,0.55,0.0
20050118:1910,0.0,0.0,0.0,0.0,0.0,0.28,3.17,0.0
20050118:2010,0.0,0.0,0.0,0.0,0.0,0.85,4.48,0.0
20050118:2110,0.0,0.0,0.0,0.0,0.0,1.2,5.17,0.0
20050118:2210,0.0,0.0,0.0,0.0,0.0,1.17,4.9,0.0
20050118:2310,0.0,0.0,0.0,0.0,0.0,0.84,4.9,0.0
20050119:0010,0.0,0.0,0.0,0.0,0.0,0.43,4.62,0.0
20050119:0110,0.0,0.0,0.0,0.0,0.0,0.12,4.07,0.0
20050119:0210,0.0,0.0,0.0,0.0,0.0,-0.19,3.93,0.0
20050119:0310,0.0,0.0,0.0,0.0,0.0,-0.5,4.28,0.0
20050119:0410,0.0,0.0,0.0,0.0,0.0,-0.74,4.41,0.0
20050119:0510,0.0,0.0,0.0,0.0,0.0,-0.79,4.28,0.0
20050119:0610,0.0,0.0,0.0,0.0,0.0,-0.88,4.34,0.0
20050119:0710,0.0,0.0,0.0,0.0,0.0,0.1,4.48,0.0
20050119:0810,179.25,127.96,55.45,1.64,8.99,0.69,4.48,0.0
20050119:0910,484.02,354.62,109.23,4.24,15.22,1.32,4.14,0.0
20050119:1010,705.66,552.59,125.65,6.33,19.47,1.83,4.76,0.0
20050119:1110,285.35,98.88,179.86,4.55,21.33,2.21,5.66,0.0
20050119:1210,50.11,0.0,62.62,1.47,20.59,2.47,5.31,0.0
20050119:1310,374.67,182.61,180.84,4.63,17.33,2.6,4.07,0.0
20050119:1410,29.67,0.0,42.04,0.99,11.9,2.61,3.86,0.0
20050119:1510,119.74,71.32,60.02,1.28,4.74,2.37,3.45,0.0
20050119:1610,0.0,0.0,0.0,0.0,0.0,1.32,3.1,0.0
20050119:1710,0.0,0.0,0.0,0.0,0.0,0.44,2.9,0.0
20050119:1810,0.0,0.0,0.0,0.0,0.0,0.17,2.83,0.0
20050119:1910,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0
20050119:2010,0.0,0.0,0.0,0.0,0.0,-0.32,2.83,0.0
20050119:2110,0.0,0.0,0.0,0.0,0.0,-0.42,3.03,0.0
20050119:2210,0.0,0.0,0.0,0.0,0.0,-0.44,3.31,0.0
20050119:2310,0.0,0.0,0.0,0.0,0.0,-0.44,3.52,0.0
20050120:0010,0.0,0.0,0.0,0.0,0.0,-0.34,3.72,0.0
20050120:0110,0.0,0.0,0.0,0.0,0.0,-0.26,4.07,0.0
20050120:0210,0.0,0.0,0.0,0.0,0.0,-0.09,4.34,0.0
20050120:0310,0.0,0.0,0.0,0.0,0.0,0.24,4.69,0.0
20050120:0410,0.0,0.0,0.0,0.0,0.0,0.82,4.9,0.0
20050120:0510,0.0,0.0,0.0,0.0,0.0,1.47,5.38,0.0
20050120:0610,0.0,0.0,0.0,0.0,0.0,1.81,5.93,0.0
20050120:0710,0.0,0.0,0.0,0.0,0.0,2.72,6.28,0.0
20050120:0810,14.03,0.0,25.05,0.59,9.14,3.66,7.03,0.0
20050120:0910,37.18,0.0,50.09,1.17,15.39,4.59,7.31,0.0
20050120:1010,21.81,0.0,33.99,0.8,19.66,5.33,7.52,0.0
20050120:1110,37.02,0.0,50.09,1.17,21.54,5.42,6.28,0.0
20050120:1210,107.43,4.75,113.54,2.68,20.81,5.58,8.21,0.0
20050120:1310,23.42,0.0,35.78,0.84,17.55,5.59,7.93,0.0
20050120:1410,21.82,0.0,33.99,0.8,12.12,5.29,7.66,0.0
20050120:1510,29.27,5.27,36.83,0.86,4.96,4.78,7.38,0.0
20050120:1610,0.0,0.0,0.0,0.0,0.0,4.7,7.1,0.0
20050120:1710,0.0,0.0,0.0,0.0,0.0,4.73,7.24,0.0
20050120:1810,0.0,0.0,0.0,0.0,0.0,4.87,7.52,0.0
20050120:1910,0.0,0.0,0.0,0.0,0.0,5.36,8.07,0.0
20050120:2010,0.0,0.0,0.0,0.0,0.0,5.47,8.34,0.0
20050120:2110,0.0,0.0,0.0,0.0,0.0,5.51,8.83,0.0
20050120:2210,0.0,0.0,0.0,0.0,0.0,5.58,9.17,0.0
20050120:2310,0.0,0.0,0.0,0.0,0.0,5.58,9.31,0.0
20050121:0010,0.0,0.0,0.0,0.0,0.0,5.49,9.31,0.0
20050121:0110,0.0,0.0,0.0,0.0,0.0,5.49,9.45,0.0
20050121:0210,0.0,0.0,0.0,0.0,0.0,5.34,9.52,0.0
20050121:0310,0.0,0.0,0.0,0.0,0.0,5.1,9.52,0.0
20050121:0410,0.0,0.0,0.0,0.0,0.0,4.84,9.31,0.0
20050121:0510,0.0,0.0,0.0,0.0,0.0,4.49,9.1,0.0
20050121:0610,0.0,0.0,0.0,0.0,0.0,4.25,8.28,0.0
20050121:0710,0.0,0.0,0.0,0.0,0.0,3.97,6.76,0.0
20050121:0810,110.75,67.07,54.01,1.43,9.29,3.1,5.72,0.0
20050121:0910,298.04,167.42,123.75,3.48,15.57,2.33,4.62,0.0
20050121:1010,27.15,0.0,39.36,0.92,19.86,2.45,4.34,0.0
20050121:1110,621.22,406.05,193.35,6.52,21.75,3.15,4.62,0.0
20050121:1210,508.89,282.95,207.2,5.91,21.03,3.73,5.38,0.0
20050121:1310,15.54,0.0,26.84,0.63,17.78,4.05,6.0,0.0
20050121:1410,494.51,331.44,147.72,4.13,12.35,3.62,5.59,0.0
20050121:1510,68.47,30.46,51.19,1.15,5.18,3.08,5.52,0.0
20050121:1610,0.0,0.0,0.0,0.0,0.0,2.46,5.1,0.0
20050121:1710,0.0,0.0,0.0,0.0,0.0,2.04,5.38,0.0
20050121:1810,0.0,0.0,0.0,0.0,0.0,1.62,5.38,0.0
20050121:1910,0.0,0.0,0.0,0.0,0.0,1.44,5.31,0.0
20050121:2010,0.0,0.0,0.0,0.0,0.0,0.95,5.1,0.0
20050121:2110,0.0,0.0,0.0,0.0,0.0,0.81,5.03,0.0
20050121:2210,0.0,0.0,0.0,0.0,0.0,0.62,5.24,0.0
20050121:2310,0.0,0.0,0.0,0.0,0.0,0.22,5.1,0.0
20050122:0010,0.0,0.0,0.0,0.0,0.0,0.21,4.97,0.0
20050122:0110,0.0,0.0,0.0,0.0,0.0,0.18,4.9,0.0
20050122:0210,0.0,0.0,0.0,0.0,0.0,-0.01,4.9,0.0
20050122:0310,0.0,0.0,0.0,0.0,0.0,-0.16,5.03,0.0
20050122:0410,0.0,0.0,0.0,0.0,0.0,-0.18,5.17,0.0
20050122:0510,0.0,0.0,0.0,0.0,0.0,-0.32,5.24,0.0
20050122:0610,0.0,0.0,0.0,0.0,0.0,-0.35,5.52,0.0
20050122:0710,0.0,0.0,0.0,0.0,0.0,-0.02,5.24,0.0
20050122:0810,49.04,16.5,44.66,1.09,9.45,0.14,5.17,0.0
20050122:0910,171.02,62.17,111.25,2.81,15.75,0.61,7.03,0.0
20050122:1010,47.7,0.0,59.93,1.4,20.07,1.27,6.76,0.0
20050122:1110,170.16,25.33,148.39,3.59,21.98,1.55,6.14,0.0
20050122:1210,334.26,128.66,194.34,4.97,21.27,1.95,5.93,0.0
20050122:1310,57.53,0.0,69.77,1.64,18.02,2.1,5.17,0.0
20050122:1410,8.21,0.0,17.89,0.42,12.58,2.1,4.34,0.0
20050122:1510,56.22,19.56,49.52,1.13,5.41,1.71,4.34,0.0
20050122:1610,0.0,0.0,0.0,0.0,0.0,1.07,4.07,0.0
20050122:1710,0.0,0.0,0.0,0.0,0.0,0.18,4.0,0.0
20050122:1810,0.0,0.0,0.0,0.0,0.0,0.07,3.79,0.0
20050122:1910,0.0,0.0,0.0,0.0,0.0,0.27,3.52,0.0
20050122:2010,0.0,0.0,0.0,0.0,0.0,-0.04,3.17,0.0
20050122:2110,0.0,0.0,0.0,0.0,0.0,-0.32,2.97,0.0
20050122:2210,0.0,0.0,0.0,0.0,0.0,-0.49,2.76,0.0
20050122:2310,0.0,0.0,0.0,0.0,0.0,-0.74,2.62,0.0
20050123:0010,0.0,0.0,0.0,0.0,0.0,-0.83,2.55,0.0
20050123:0110,0.0,0.0,0.0,0.0,0.0,-0.49,2.41,0.0
20050123:0210,0.0,0.0,0.0,0.0,0.0,-0.59,2.14,0.0
20050123:0310,0.0,0.0,0.0,0.0,0.0,-0.47,2.0,0.0
20050123:0410,0.0,0.0,0.0,0.0,0.0,-0.37,1.79,0.0
20050123:0510,0.0,0.0,0.0,0.0,0.0,-0.55,1.52,0.0
20050123:0610,0.0,0.0,0.0,0.0,0.0,-0.54,1.52,0.0
20050123:0710,0.0,0.0,0.0,0.0,0.0,-1.31,1.86,0.0
20050123:0810,81.41,38.98,53.2,1.34,9.62,-0.8,1.66,0.0
20050123:0910,42.44,0.0,54.57,1.28,15.94,-0.01,2.62,0.0
20050123:1010,29.09,0.0,41.15,0.96,20.28,0.61,2.41,0.0
20050123:1110,51.28,0.0,63.51,1.49,22.21,1.06,2.62,0.0
20050123:1210,475.09,245.97,213.51,5.89,21.51,1.68,2.69,0.0
20050123:1310,519.0,306.89,196.18,5.58,18.26,1.69,2.62,0.0
20050123:1410,81.79,8.7,84.22,1.99,12.81,1.65,2.83,0.0
20050123:1510,17.36,0.0,28.63,0.67,5.63,1.11,2.55,0.0
20050123:1610,0.0,0.0,0.0,0.0,0.0,-0.09,2.34,0.0
20050123:1710,0.0,0.0,0.0,0.0,0.0,-0.98,2.41,0.0
20050123:1810,0.0,0.0,0.0,0.0,0.0,-1.42,2.48,0.0
20050123:1910,0.0,0.0,0.0,0.0,0.0,-1.74,2.41,0.0
20050123:2010,0.0,0.0,0.0,0.0,0.0,-1.96,2.62,0.0
20050123:2110,0.0,0.0,0.0,0.0,0.0,-2.0,2.9,0.0
20050123:2210,0.0,0.0,0.0,0.0,0.0,-2.02,3.31,0.0
20050123:2310,0.0,0.0,0.0,0.0,0.0,-1.88,3.52,0.0
20050124:0010,0.0,0.0,0.0,0.0,0.0,-1.65,3.66,0.0
20050124:0110,0.0,0.0,0.0,0.0,0.0,-1.61,3.86,0.0
20050124:0210,0.0,0.0,0.0,0.0,0.0,-1.59,4.21,0.0
20050124:0310,0.0,0.0,0.0,0.0,0.0,-1.63,4.55,0.0
20050124:0410,0.0,0.0,0.0,0.0,0.0,-1.75,3.38,0.0
20050124:0510,0.0,0.0,0.0,0.0,0.0,-1.85,3.45,0.0
20050124:0610,0.0,0.0,0.0,0.0,0.0,-2.15,3.24,0.0
20050124:0710,0.0,0.0,0.0,0.0,0.0,-2.33,3.24,0.0
20050124:0810,47.03,12.78,45.85,1.11,9.79,-2.49,2.83,0.0
20050124:0910,31.31,0.0,42.94,1.01,16.14,-2.45,3.1,0.0
20050124:1010,27.76,0.0,39.36,0.92,20.5,-2.07,2.97,0.0
20050124:1110,172.32,22.68,151.4,3.65,22.44,-1.87,2.9,0.0
20050124:1210,20.92,0.0,32.2,0.75,21.75,-1.71,3.1,0.0
20050124:1310,28.56,0.0,40.25,0.94,18.51,-1.58,3.17,0.0
20050124:1410,110.5,20.01,97.91,2.33,13.05,-1.99,3.66,0.0
20050124:1510,6.32,0.0,15.21,0.36,5.87,-2.68,3.24,0.0
20050124:1610,0.0,0.0,0.0,0.0,0.0,-3.36,2.97,0.0
20050124:1710,0.0,0.0,0.0,0.0,0.0,-3.47,3.03,0.0
20050124:1810,0.0,0.0,0.0,0.0,0.0,-3.6,3.1,0.0
20050124:1910,0.0,0.0,0.0,0.0,0.0,-4.29,2.83,0.0
20050124:2010,0.0,0.0,0.0,0.0,0.0,-4.7,2.62,0.0
20050124:2110,0.0,0.0,0.0,0.0,0.0,-5.12,2.21,0.0
20050124:2210,0.0,0.0,0.0,0.0,0.0,-5.51,1.93,0.0
20050124:2310,0.0,0.0,0.0,0.0,0.0,-5.68,1.93,0.0
20050125:0010,0.0,0.0,0.0,0.0,0.0,-6.02,1.93,0.0
20050125:0110,0.0,0.0,0.0,0.0,0.0,-6.26,2.0,0.0
20050125:0210,0.0,0.0,0.0,0.0,0.0,-5.94,1.86,0.0
20050125:0310,0.0,0.0,0.0,0.0,0.0,-5.89,2.07,0.0
20050125:0410,0.0,0.0,0.0,0.0,0.0,-5.8,2.0,0.0
20050125:0510,0.0,0.0,0.0,0.0,0.0,-5.77,2.55,0.0
20050125:0610,0.0,0.0,0.0,0.0,0.0,-5.68,2.41,0.0
20050125:0710,0.0,0.0,0.0,0.0,0.0,-6.65,2.07,0.0
20050125:0810,10.89,0.0,20.57,0.48,9.97,-6.73,1.72,0.0
20050125:0910,11.61,0.0,21.47,0.5,16.34,-5.87,2.76,0.0
20050125:1010,70.92,0.0,80.51,1.89,20.72,-5.07,2.62,0.0
20050125:1110,58.24,0.0,68.88,1.61,22.68,-4.22,2.41,0.0
20050125:1210,56.15,0.0,67.09,1.57,22.0,-3.48,2.34,0.0
20050125:1310,24.47,0.0,35.78,0.84,18.76,-3.25,2.48,0.0
20050125:1410,25.31,0.0,36.68,0.86,13.3,-3.13,2.76,0.0
20050125:1510,16.17,0.0,26.84,0.63,6.1,-3.53,2.34,0.0
20050125:1610,0.0,0.0,0.0,0.0,0.0,-4.38,2.0,0.0
20050125:1710,0.0,0.0,0.0,0.0,0.0,-5.55,2.0,0.0
20050125:1810,0.0,0.0,0.0,0.0,0.0,-6.47,2.14,0.0
20050125:1910,0.0,0.0,0.0,0.0,0.0,-7.02,2.28,0.0
20050125:2010,0.0,0.0,0.0,0.0,0.0,-7.75,2.34,0.0
20050125:2110,0.0,0.0,0.0,0.0,0.0,-8.51,2.41,0.0
20050125:2210,0.0,0.0,0.0,0.0,0.0,-8.67,2.41,0.0
20050125:2310,0.0,0.0,0.0,0.0,0.0,-8.73,2.21,0.0
20050126:0010,0.0,0.0,0.0,0.0,0.0,-8.53,2.07,0.0
20050126:0110,0.0,0.0,0.0,0.0,0.0,-8.62,2.14,0.0
20050126:0210,0.0,0.0,0.0,0.0,0.0,-8.51,2.07,0.0
20050126:0310,0.0,0.0,0.0,0.0,0.0,-8.79,2.0,0.0
20050126:0410,0.0,0.0,0.0,0.0,0.0,-8.41,1.72,0.0
20050126:0510,0.0,0.0,0.0,0.0,0.0,-8.1,1.72,0.0
20050126:0610,0.0,0.0,0.0,0.0,0.0,-7.82,2.07,0.0
20050126:0710,0.0,0.0,0.0,0.0,0.0,-8.81,1.86,0.0
20050126:0810,64.05,21.64,51.9,1.28,10.16,-7.78,1.93,0.0
20050126:0910,48.55,0.0,59.04,1.38,16.55,-6.95,1.79,0.0
20050126:1010,179.39,34.36,143.05,3.5,20.95,-5.63,3.24,0.0
20050126:1110,45.28,0.0,56.36,1.32,22.93,-4.62,3.31,0.0
20050126:1210,47.01,0.0,58.14,1.36,22.26,-4.1,3.1,0.0
20050126:1310,24.58,0.0,35.78,0.84,19.01,-4.07,3.1,0.0
20050126:1410,30.69,0.0,42.04,0.99,13.55,-4.12,3.52,0.0
20050126:1510,12.29,0.0,22.36,0.52,6.34,-4.47,2.76,0.0
20050126:1610,0.0,0.0,0.0,0.0,0.0,-5.09,3.1,0.0
20050126:1710,0.0,0.0,0.0,0.0,0.0,-5.68,2.83,0.0
20050126:1810,0.0,0.0,0.0,0.0,0.0,-6.09,2.76,0.0
20050126:1910,0.0,0.0,0.0,0.0,0.0,-6.32,2.97,0.0
20050126:2010,0.0,0.0,0.0,0.0,0.0,-6.63,2.76,0.0
20050126:2110,0.0,0.0,0.0,0.0,0.0,-7.02,2.62,0.0
20050126:2210,0.0,0.0,0.0,0.0,0.0,-7.38,2.62,0.0
20050126:2310,0.0,0.0,0.0,0.0,0.0,-7.72,2.41,0.0
20050127:0010,0.0,0.0,0.0,0.0,0.0,-7.9,2.34,0.0
20050127:0110,0.0,0.0,0.0,0.0,0.0,-8.26,2.14,0.0
20050127:0210,0.0,0.0,0.0,0.0,0.0,-8.52,2.07,0.0
20050127:0310,0.0,0.0,0.0,0.0,0.0,-8.93,2.07,0.0
20050127:0410,0.0,0.0,0.0,0.0,0.0,-9.12,2.0,0.0
20050127:0510,0.0,0.0,0.0,0.0,0.0,-9.44,1.86,0.0
20050127:0610,0.0,0.0,0.0,0.0,0.0,-9.98,1.79,0.0
20050127:0710,0.0,0.0,0.0,0.0,0.0,-9.9,1.66,0.0
20050127:0810,165.27,97.28,66.46,1.85,10.35,-10.12,1.59,0.0
20050127:0910,159.77,44.29,113.65,2.83,16.76,-9.31,2.07,0.0
20050127:1010,212.09,49.96,154.77,3.84,21.19,-8.51,1.59,0.0
20050127:1110,99.34,0.0,105.55,2.47,23.18,-7.99,1.45,0.0
20050127:1210,43.08,0.0,53.67,1.26,22.52,-7.59,1.66,0.0
20050127:1310,44.88,0.0,55.46,1.3,19.27,-7.29,1.66,0.0
20050127:1410,10.92,0.0,20.57,0.48,13.8,-7.25,1.79,0.0
20050127:1510,16.49,0.0,26.84,0.63,6.58,-7.26,1.79,0.0
20050127:1610,0.0,0.0,0.0,0.0,0.0,-7.72,1.17,0.0
20050127:1710,0.0,0.0,0.0,0.0,0.0,-8.62,1.66,0.0
20050127:1810,0.0,0.0,0.0,0.0,0.0,-9.51,1.86,0.0
20050127:1910,0.0,0.0,0.0,0.0,0.0,-10.41,1.93,0.0
20050127:2010,0.0,0.0,0.0,0.0,0.0,-10.68,1.86,0.0
20050127:2110,0.0,0.0,0.0,0.0,0.0,-10.57,1.79,0.0
20050127:2210,0.0,0.0,0.0,0.0,0.0,-10.51,1.72,0.0
20050127:2310,0.0,0.0,0.0,0.0,0.0,-10.52,1.59,0.0
20050128:0010,0.0,0.0,0.0,0.0,0.0,-10.57,1.52,0.0
20050128:0110,0.0,0.0,0.0,0.0,0.0,-11.29,1.59,0.0
20050128:0210,0.0,0.0,0.0,0.0,0.0,-11.16,1.38,0.0
20050128:0310,0.0,0.0,0.0,0.0,0.0,-11.4,1.31,0.0
20050128:0410,0.0,0.0,0.0,0.0,0.0,-11.49,1.17,0.0
20050128:0510,0.0,0.0,0.0,0.0,0.0,-11.57,1.1,0.0
20050128:0610,0.0,0.0,0.0,0.0,0.0,-11.77,1.1,0.0
20050128:0710,0.0,0.0,0.0,0.0,0.0,-11.78,0.9,0.0
20050128:0810,113.04,53.8,63.15,1.64,10.55,-11.18,0.76,0.0
20050128:0910,69.5,2.43,75.49,1.78,16.99,-9.73,0.62,0.0
20050128:1010,80.53,0.0,88.56,2.08,21.43,-8.21,0.48,0.0
20050128:1110,168.92,17.58,151.07,3.63,23.44,-6.83,0.55,0.0
20050128:1210,104.11,0.0,110.92,2.6,22.78,-6.12,0.34,0.0
20050128:1310,70.84,0.0,80.51,1.89,19.53,-5.51,0.48,0.0
20050128:1410,120.03,18.89,106.58,2.54,14.05,-5.45,0.76,0.0
20050128:1510,102.68,39.94,70.83,1.57,6.83,-5.86,0.97,0.0
20050128:1610,0.0,0.0,0.0,0.0,0.0,-7.25,1.17,0.0
20050128:1710,0.0,0.0,0.0,0.0,0.0,-9.13,1.59,0.0
20050128:1810,0.0,0.0,0.0,0.0,0.0,-10.99,1.72,0.0
20050128:1910,0.0,0.0,0.0,0.0,0.0,-11.97,1.72,0.0
20050128:2010,0.0,0.0,0.0,0.0,0.0,-12.66,1.66,0.0
20050128:2110,0.0,0.0,0.0,0.0,0.0,-13.15,1.59,0.0
20050128:2210,0.0,0.0,0.0,0.0,0.0,-12.95,1.24,0.0
20050128:2310,0.0,0.0,0.0,0.0,0.0,-12.42,0.83,0.0
20050129:0010,0.0,0.0,0.0,0.0,0.0,-13.26,0.76,0.0
20050129:0110,0.0,0.0,0.0,0.0,0.0,-14.89,1.31,0.0
20050129:0210,0.0,0.0,0.0,0.0,0.0,-17.14,1.52,0.0
20050129:0310,0.0,0.0,0.0,0.0,0.0,-16.99,1.38,0.0
20050129:0410,0.0,0.0,0.0,0.0,0.0,-16.28,1.17,0.0
20050129:0510,0.0,0.0,0.0,0.0,0.0,-14.89,0.9,0.0
20050129:0610,0.0,0.0,0.0,0.0,0.0,-14.1,0.62,0.0
20050129:0710,0.0,0.0,0.0,0.0,0.0,-12.34,0.83,0.0
20050129:0810,41.52,5.88,45.57,1.09,10.76,-11.73,0.76,0.0
20050129:0910,159.04,40.94,116.54,2.89,17.21,-9.95,0.69,0.0
20050129:1010,129.87,8.93,124.14,2.96,21.68,-7.66,1.03,0.0
20050129:1110,178.02,19.62,156.92,3.77,23.7,-6.62,1.24,0.0
20050129:1210,73.96,0.0,83.19,1.95,23.05,-5.77,1.59,0.0
20050129:1310,207.47,44.31,159.11,3.88,19.8,-5.33,1.72,0.0
20050129:1410,182.95,53.22,128.73,3.1,14.31,-5.08,1.66,0.0
20050129:1510,127.18,54.22,79.24,1.74,7.08,-5.49,1.31,0.0
20050129:1610,0.0,0.0,0.0,0.0,0.0,-6.77,1.31,0.0
20050129:1710,0.0,0.0,0.0,0.0,0.0,-8.33,1.38,0.0
20050129:1810,0.0,0.0,0.0,0.0,0.0,-7.66,0.9,0.0
20050129:1910,0.0,0.0,0.0,0.0,0.0,-12.95,2.0,0.0
20050129:2010,0.0,0.0,0.0,0.0,0.0,-14.99,2.07,0.0
20050129:2110,0.0,0.0,0.0,0.0,0.0,-14.75,1.72,0.0
20050129:2210,0.0,0.0,0.0,0.0,0.0,-13.92,1.38,0.0
20050129:2310,0.0,0.0,0.0,0.0,0.0,-13.41,1.17,0.0
20050130:0010,0.0,0.0,0.0,0.0,0.0,-16.59,1.66,0.0
