Latitude (decimal degrees):	0.317
Longitude (decimal degrees):	32.593
Elevation (m):	1151
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. (optimum)
Azimuth: -109667705 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050119:0806,256.18,335.0,55.29,25.48,3.1,0.0
20050119:0906,301.7,392.0,65.47,25.54,3.52,0.0
20050119:1006,407.14,526.0,69.29,25.58,3.86,0.0
20050119:1106,549.46,711.02,63.78,25.61,4.0,0.0
20050119:1206,446.01,574.01,52.9,25.72,4.21,0.0
20050119:1306,549.06,706.04,40.06,25.86,4.07,0.0
20050119:1406,375.63,492.04,26.46,25.41,3.52,0.0
20050119:1506,131.0,191.01,12.53,24.9,2.34,0.0
20050119:1606,0.0,0.0,-1.51,23.9,1.72,0.0
20050119:1706,0.0,0.0,0.0,22.76,1.24,0.0
20050119:1806,0.0,0.0,0.0,22.74,0.76,0.0
20050119:1906,0.0,0.0,0.0,20.83,1.45,0.0
20050119:2006,0.0,0.0,0.0,19.88,1.86,0.0
20050119:2106,0.0,0.0,0.0,19.54,2.07,0.0
20050119:2206,0.0,0.0,0.0,19.54,2.28,0.0
20050119:2306,0.0,0.0,0.0,19.95,2.48,0.0
20050120:0006,0.0,0.0,0.0,20.3,2.69,0.0
20050120:0106,0.0,0.0,0.0,20.81,2.76,0.0
20050120:0206,0.0,0.0,0.0,21.16,2.69,0.0
20050120:0306,0.0,0.0,0.0,20.9,2.28,0.0
20050120:0406,0.0,0.0,0.0,20.44,1.45,0.0
20050120:0506,59.26,93.01,15.28,21.18,0.76,0.0
20050120:0606,255.67,336.03,29.18,23.74,0.83,0.0
20050120:0706,288.24,375.01,42.71,23.71,1.1,0.0
20050120:0806,171.09,230.0,55.34,24.68,1.38,0.0
20050120:0906,519.62,684.02,65.61,25.39,1.79,0.0
20050120:1006,583.1,773.02,69.5,25.21,1.79,0.0
20050120:1106,647.72,863.03,63.99,25.81,2.07,0.0
20050120:1206,668.93,892.05,53.07,25.99,1.93,0.0
20050120:1306,550.25,728.04,40.19,25.95,1.45,0.0
20050120:1406,387.66,519.04,26.57,25.82,1.17,0.0
20050120:1506,169.35,264.04,12.62,25.12,0.62,0.0
20050120:1606,0.0,0.0,-1.44,24.19,0.55,0.0
20050120:1706,0.0,0.0,0.0,22.97,0.76,0.0
20050120:1806,0.0,0.0,0.0,22.02,1.17,0.0
20050120:1906,0.0,0.0,0.0,21.36,1.79,0.0
20050120:2006,0.0,0.0,0.0,20.95,1.93,0.0
20050120:2106,0.0,0.0,0.0,20.65,2.0,0.0
20050120:2206,0.0,0.0,0.0,20.41,1.93,0.0
20050120:2306,0.0,0.0,0.0,20.04,1.72,0.0
20050121:0006,0.0,0.0,0.0,20.46,1.31,0.0
20050121:0106,0.0,0.0,0.0,21.26,0.9,0.0
20050121:0206,0.0,0.0,0.0,21.36,0.76,0.0
20050121:0306,0.0,0.0,0.0,20.9,0.69,0.0
20050121:0406,0.0,0.0,0.0,19.32,0.76,0.0
20050121:0506,65.66,102.01,15.23,20.08,1.66,0.0
20050121:0606,275.03,356.03,29.16,21.94,1.52,0.0
20050121:0706,383.37,497.02,42.72,23.44,0.76,0.0
20050121:0806,588.29,786.05,55.4,24.99,0.69,0.0
20050121:0906,688.46,936.05,65.75,25.87,1.1,0.0
20050121:1006,745.09,1010.05,69.73,26.11,1.86,0.0
20050121:1106,733.66,983.05,64.2,26.62,2.55,0.0
20050121:1206,654.23,860.04,53.23,26.15,2.9,0.0
20050121:1306,553.12,722.04,40.33,24.96,2.07,0.0
20050121:1406,380.82,507.04,26.68,25.05,1.17,0.0
20050121:1506,164.97,252.03,12.71,24.77,0.97,0.0
20050121:1606,0.0,0.0,-1.37,24.04,1.31,0.0
20050121:1706,0.0,0.0,0.0,23.14,1.66,0.0
20050121:1806,0.0,0.0,0.0,22.21,1.72,0.0
20050121:1906,0.0,0.0,0.0,21.43,2.07,0.0
20050121:2006,0.0,0.0,0.0,20.7,1.86,0.0
20050121:2106,0.0,0.0,0.0,21.11,1.1,0.0
20050121:2206,0.0,0.0,0.0,21.96,0.21,0.0
20050121:2306,0.0,0.0,0.0,21.39,0.55,0.0
20050122:0006,0.0,0.0,0.0,19.8,1.1,0.0
20050122:0106,0.0,0.0,0.0,18.73,1.31,0.0
20050122:0206,0.0,0.0,0.0,18.57,1.17,0.0
20050122:0306,0.0,0.0,0.0,19.22,0.55,0.0
20050122:0406,0.0,0.0,0.0,18.1,0.48,0.0
20050122:0506,58.38,91.01,15.19,18.9,0.48,0.0
20050122:0606,296.41,384.04,29.14,20.93,0.62,0.0
20050122:0706,478.99,623.05,42.73,24.19,0.9,0.0
20050122:0806,625.02,831.05,55.47,25.41,1.24,0.0
20050122:0906,722.17,978.05,65.89,26.27,1.59,0.0
20050122:1006,774.16,1056.05,69.96,26.79,1.93,0.0
20050122:1106,750.77,1017.05,64.41,27.18,2.21,0.0
20050122:1206,687.8,916.05,53.4,26.62,2.34,0.0
20050122:1306,568.45,748.04,40.46,26.66,2.21,0.0
20050122:1406,389.47,518.04,26.79,26.2,1.93,0.0
20050122:1506,172.48,268.04,12.8,25.57,1.38,0.0
20050122:1606,0.0,0.0,-1.31,24.47,1.52,0.0
20050122:1706,0.0,0.0,0.0,23.22,1.93,0.0
20050122:1806,0.0,0.0,0.0,22.08,1.93,0.0
20050122:1906,0.0,0.0,0.0,21.92,2.62,0.0
20050122:2006,0.0,0.0,0.0,21.5,2.62,0.0
20050122:2106,0.0,0.0,0.0,21.06,2.41,0.0
20050122:2206,0.0,0.0,0.0,20.13,1.93,0.0
20050122:2306,0.0,0.0,0.0,20.54,1.03,0.0
20050123:0006,0.0,0.0,0.0,19.4,1.31,0.0
20050123:0106,0.0,0.0,0.0,18.35,1.59,0.0
20050123:0206,0.0,0.0,0.0,18.4,1.45,0.0
20050123:0306,0.0,0.0,0.0,19.81,0.76,0.0
20050123:0406,0.0,0.0,0.0,20.22,0.48,0.0
20050123:0506,53.76,85.0,15.15,20.05,1.1,0.0
20050123:0606,277.72,363.03,29.12,24.0,1.52,0.0
20050123:0706,455.92,592.04,42.75,25.41,1.45,0.0
20050123:0806,609.12,809.05,55.53,26.61,1.59,0.0
20050123:0906,711.9,959.05,66.04,27.41,2.14,0.0
20050123:1006,719.1,958.04,70.19,27.18,3.1,0.0
20050123:1106,705.02,921.04,64.63,25.4,3.79,0.0
20050123:1206,442.74,569.01,53.57,24.97,3.86,0.0
20050123:1306,371.3,478.01,40.59,25.3,3.66,0.0
20050123:1406,396.77,520.04,26.89,25.17,3.17,0.0
20050123:1506,172.9,264.04,12.88,24.79,2.41,0.0
20050123:1606,0.0,0.0,-1.24,23.79,2.0,0.0
20050123:1706,0.0,0.0,0.0,22.92,1.86,0.0
20050123:1806,0.0,0.0,0.0,21.99,1.66,0.0
20050123:1906,0.0,0.0,0.0,21.33,1.79,0.0
20050123:2006,0.0,0.0,0.0,21.31,1.79,0.0
20050123:2106,0.0,0.0,0.0,21.27,2.07,0.0
20050123:2206,0.0,0.0,0.0,20.85,2.21,0.0
20050123:2306,0.0,0.0,0.0,20.89,2.07,0.0
20050124:0006,0.0,0.0,0.0,20.5,1.59,0.0
20050124:0106,0.0,0.0,0.0,20.93,3.31,0.0
20050124:0206,0.0,0.0,0.0,20.25,2.83,0.0
20050124:0306,0.0,0.0,0.0,20.11,1.03,0.0
20050124:0406,0.0,0.0,0.0,20.62,0.48,0.0
20050124:0506,3.27,13.0,15.11,20.22,0.62,0.0
20050124:0606,15.82,33.0,29.11,21.87,0.97,0.0
20050124:0706,277.89,358.01,42.77,22.83,2.21,0.0
20050124:0806,113.51,158.0,55.61,24.16,2.21,0.0
20050124:0906,277.15,363.0,66.2,25.41,2.28,0.0
20050124:1006,738.83,998.05,70.43,26.05,2.0,0.0
20050124:1106,545.22,728.02,64.85,26.54,1.52,0.0
20050124:1206,130.68,182.0,53.74,27.0,1.03,0.0
20050124:1306,353.8,471.01,40.73,27.2,0.62,0.0
20050124:1406,340.35,459.03,27.0,26.75,0.28,0.0
20050124:1506,115.12,166.01,12.97,24.11,0.34,0.0
20050124:1606,0.0,0.0,-1.18,22.78,1.17,0.0
20050124:1706,0.0,0.0,0.0,22.21,1.03,0.0
20050124:1806,0.0,0.0,0.0,21.98,0.41,0.0
20050124:1906,0.0,0.0,0.0,21.32,2.0,0.0
20050124:2006,0.0,0.0,0.0,20.79,2.0,0.0
20050124:2106,0.0,0.0,0.0,20.41,1.86,0.0
20050124:2206,0.0,0.0,0.0,20.13,1.79,0.0
20050124:2306,0.0,0.0,0.0,20.3,1.52,0.0
20050125:0006,0.0,0.0,0.0,20.41,1.24,0.0
20050125:0106,0.0,0.0,0.0,19.18,1.52,0.0
20050125:0206,0.0,0.0,0.0,18.73,1.72,0.0
20050125:0306,0.0,0.0,0.0,18.59,1.31,0.0
20050125:0406,0.0,0.0,0.0,19.14,0.97,0.0
20050125:0506,44.44,72.0,15.08,19.65,0.97,0.0
20050125:0606,216.66,284.01,29.1,22.42,1.31,0.0
20050125:0706,354.95,454.02,42.79,23.4,2.41,0.0
20050125:0806,504.88,652.02,55.68,24.44,2.48,0.0
20050125:0906,613.79,806.03,66.36,24.89,2.34,0.0
20050125:1006,609.41,806.02,70.68,25.87,2.41,0.0
20050125:1106,653.17,876.03,65.08,26.01,1.79,0.0
20050125:1206,449.24,591.01,53.91,26.1,1.72,0.0
20050125:1306,87.89,127.0,40.86,25.15,2.14,0.0
20050125:1406,370.79,484.03,27.1,24.05,2.48,0.0
20050125:1506,159.16,233.02,13.05,23.5,2.48,0.0
20050125:1606,0.0,0.0,-1.12,22.86,2.34,0.0
20050125:1706,0.0,0.0,0.0,22.23,2.41,0.0
20050125:1806,0.0,0.0,0.0,21.95,2.34,0.0
20050125:1906,0.0,0.0,0.0,21.6,2.55,0.0
20050125:2006,0.0,0.0,0.0,21.38,2.34,0.0
20050125:2106,0.0,0.0,0.0,21.12,1.93,0.0
20050125:2206,0.0,0.0,0.0,20.38,1.38,0.0
20050125:2306,0.0,0.0,0.0,20.16,0.97,0.0
20050126:0006,0.0,0.0,0.0,19.65,1.38,0.0
20050126:0106,0.0,0.0,0.0,19.46,1.03,0.0
20050126:0206,0.0,0.0,0.0,18.79,1.1,0.0
20050126:0306,0.0,0.0,0.0,18.34,1.86,0.0
20050126:0406,0.0,0.0,0.0,18.93,1.59,0.0
20050126:0506,2.25,11.0,15.04,19.38,1.66,0.0
20050126:0606,16.0,33.0,29.09,20.02,2.55,0.0
20050126:0706,32.01,55.0,42.82,21.31,1.93,0.0
20050126:0806,85.61,123.0,55.76,22.75,1.66,0.0
20050126:0906,241.5,317.0,66.52,23.41,1.1,0.0
20050126:1006,459.18,603.01,70.93,24.17,1.31,0.0
20050126:1106,688.09,926.04,65.3,24.15,1.31,0.0
20050126:1206,542.48,716.02,54.08,24.4,1.31,0.0
20050126:1306,393.66,510.01,40.99,23.81,1.66,0.0
20050126:1406,223.96,294.0,27.2,22.25,0.9,0.0
20050126:1506,44.16,71.0,13.12,21.76,0.07,0.0
20050126:1606,0.0,0.0,-1.07,21.4,0.48,0.0
20050126:1706,0.0,0.0,0.0,20.59,0.55,0.0
20050126:1806,0.0,0.0,0.0,20.51,0.55,0.0
20050126:1906,0.0,0.0,0.0,19.91,1.03,0.0
20050126:2006,0.0,0.0,0.0,18.89,1.72,0.0
20050126:2106,0.0,0.0,0.0,18.87,1.59,0.0
20050126:2206,0.0,0.0,0.0,18.67,1.66,0.0
20050126:2306,0.0,0.0,0.0,18.62,1.66,0.0
20050127:0006,0.0,0.0,0.0,18.49,1.45,0.0
20050127:0106,0.0,0.0,0.0,18.27,1.17,0.0
20050127:0206,0.0,0.0,0.0,18.39,1.38,0.0
20050127:0306,0.0,0.0,0.0,18.71,1.52,0.0
20050127:0406,0.0,0.0,0.0,18.85,1.45,0.0
20050127:0506,47.45,76.0,15.01,19.36,1.17,0.0
20050127:0606,284.13,367.03,29.09,20.78,0.97,0.0
20050127:0706,482.59,622.04,42.85,22.8,1.03,0.0
20050127:0806,620.68,820.05,55.84,23.79,1.1,0.0
20050127:0906,712.62,968.05,66.69,24.44,0.97,0.0
20050127:1006,750.79,1041.05,71.19,25.1,0.76,0.0
20050127:1106,701.92,971.04,65.53,25.64,0.62,0.0
20050127:1206,474.45,629.01,54.25,24.79,0.76,0.0
20050127:1306,557.06,726.04,41.12,23.89,1.79,0.0
20050127:1406,341.99,450.02,27.3,23.08,0.69,0.0
20050127:1506,164.81,243.02,13.2,23.13,1.03,0.0
20050127:1606,0.0,0.0,-1.01,22.71,1.66,0.0
20050127:1706,0.0,0.0,0.0,21.89,2.28,0.0
20050127:1806,0.0,0.0,0.0,21.65,1.79,0.0
20050127:1906,0.0,0.0,0.0,22.36,0.41,0.0
20050127:2006,0.0,0.0,0.0,22.1,0.34,0.0
20050127:2106,0.0,0.0,0.0,21.79,0.28,0.0
20050127:2206,0.0,0.0,0.0,21.56,0.14,0.0
20050127:2306,0.0,0.0,0.0,21.34,0.14,0.0
20050128:0006,0.0,0.0,0.0,21.11,0.28,0.0
20050128:0106,0.0,0.0,0.0,20.95,0.62,0.0
20050128:0206,0.0,0.0,0.0,20.86,0.62,0.0
20050128:0306,0.0,0.0,0.0,20.73,0.41,0.0
20050128:0406,0.0,0.0,0.0,20.46,0.28,0.0
20050128:0506,10.56,25.0,14.99,19.65,1.17,0.0
20050128:0606,209.98,275.01,29.09,22.36,1.79,0.0
20050128:0706,438.49,556.03,42.88,22.83,2.62,0.0
20050128:0806,577.13,737.03,55.93,21.87,2.55,0.0
20050128:0906,683.77,886.04,66.87,21.22,2.34,0.0
20050128:1006,726.59,948.04,71.45,21.78,2.62,0.0
20050128:1106,718.55,940.04,65.76,22.53,2.62,0.0
20050128:1206,626.13,813.03,54.42,22.89,2.41,0.0
20050128:1306,45.85,73.0,41.24,22.14,3.45,0.0
20050128:1406,76.43,111.0,27.4,22.04,3.93,0.0
20050128:1506,86.98,125.0,13.27,22.1,3.17,0.0
20050128:1606,0.0,0.0,-0.96,21.86,2.28,0.0
20050128:1706,0.0,0.0,0.0,21.26,1.66,0.0
20050128:1806,0.0,0.0,0.0,20.67,1.79,0.0
20050128:1906,0.0,0.0,0.0,20.13,0.69,0.0
20050128:2006,0.0,0.0,0.0,19.89,2.0,0.0
20050128:2106,0.0,0.0,0.0,19.73,2.34,0.0
20050128:2206,0.0,0.0,0.0,19.66,1.86,0.0
20050128:2306,0.0,0.0,0.0,19.32,2.34,0.0
20050129:0006,0.0,0.0,0.0,19.34,2.41,0.0
20050129:0106,0.0,0.0,0.0,19.49,2.62,0.0
20050129:0206,0.0,0.0,0.0,18.89,2.62,0.0
20050129:0306,0.0,0.0,0.0,18.64,2.28,0.0
20050129:0406,0.0,0.0,0.0,18.68,2.48,0.0
20050129:0506,2.26,11.0,14.97,19.11,3.1,0.0
20050129:0606,23.22,43.0,29.09,20.05,3.52,0.0
20050129:0706,53.24,82.0,42.92,21.01,2.9,0.0
20050129:0806,418.75,530.01,56.02,22.06,3.59,0.0
20050129:0906,713.2,913.04,67.05,22.26,3.93,0.0
20050129:1006,658.41,838.03,71.72,21.48,4.21,0.0
20050129:1106,749.69,947.04,65.99,20.61,5.03,0.0
20050129:1206,708.05,894.04,54.59,21.34,4.76,0.0
20050129:1306,600.39,758.04,41.37,22.25,4.28,0.0
20050129:1406,421.13,542.04,27.49,22.43,3.72,0.0
20050129:1506,152.84,218.02,13.34,22.1,3.03,0.0
20050129:1606,0.0,0.0,-0.91,21.6,2.69,0.0
20050129:1706,0.0,0.0,0.0,21.13,2.28,0.0
20050129:1806,0.0,0.0,0.0,20.58,1.38,0.0
20050129:1906,0.0,0.0,0.0,20.08,1.86,0.0
20050129:2006,0.0,0.0,0.0,19.44,1.59,0.0
20050129:2106,0.0,0.0,0.0,19.1,1.38,0.0
20050129:2206,0.0,0.0,0.0,18.78,1.31,0.0
20050129:2306,0.0,0.0,0.0,18.34,1.38,0.0
20050130:0006,0.0,0.0,0.0,18.85,1.17,0.0
20050130:0106,0.0,0.0,0.0,19.43,0.76,0.0
20050130:0206,0.0,0.0,0.0,19.24,0.62,0.0
20050130:0306,0.0,0.0,0.0,18.97,0.9,0.0
20050130:0406,0.0,0.0,0.0,17.31,1.38,0.0
20050130:0506,53.12,84.0,14.95,18.73,0.97,0.0
20050130:0606,111.13,154.0,29.1,21.81,0.9,0.0
20050130:0706,434.46,550.03,42.96,23.3,3.17,0.0
20050130:0806,654.01,844.05,56.11,23.89,2.83,0.0
20050130:0906,753.14,1001.05,67.23,24.52,2.28,0.0
20050130:1006,792.8,1071.05,72.0,24.77,2.0,0.0
20050130:1106,764.55,1031.04,66.22,25.44,2.07,0.0
20050130:1206,708.15,941.04,54.75,25.51,2.28,0.0
20050130:1306,41.18,68.0,41.49,25.42,2.34,0.0
20050130:1406,55.22,86.0,27.58,25.11,2.07,0.0
20050130:1506,188.71,291.04,13.41,24.56,1.31,0.0
20050130:1606,0.0,0.0,-0.87,23.77,1.38,0.0
20050130:1706,0.0,0.0,0.0,22.33,0.97,0.0
20050130:1806,0.0,0.0,0.0,22.7,0.34,0.0
20050130:1906,0.0,0.0,0.0,22.61,0.48,0.0
20050130:2006,0.0,0.0,0.0,22.3,0.41,0.0
20050130:2106,0.0,0.0,0.0,21.99,0.21,0.0
20050130:2206,0.0,0.0,0.0,21.64,0.55,0.0
20050130:2306,0.0,0.0,0.0,20.06,1.17,0.0
20050131:0006,0.0,0.0,0.0,19.5,1.17,0.0
20050131:0106,0.0,0.0,0.0,18.82,1.38,0.0
20050131:0206,0.0,0.0,0.0,18.59,1.45,0.0
20050131:0306,0.0,0.0,0.0,18.86,1.31,0.0
20050131:0406,0.0,0.0,0.0,19.68,1.03,0.0
20050131:0506,65.82,104.01,14.93,20.6,0.69,0.0
20050131:0606,293.2,383.04,29.11,23.32,1.03,0.0
20050131:0706,484.08,630.04,43.0,24.32,0.9,0.0
20050131:0806,619.68,823.04,56.21,25.01,1.17,0.0
20050131:0906,702.09,946.04,67.41,25.43,1.52,0.0
20050131:1006,749.37,1013.04,72.27,25.36,1.86,0.0
20050131:1106,562.12,736.02,66.45,23.89,2.07,0.0
20050131:1206,574.8,758.02,54.92,24.6,1.66,0.0
20050131:1306,190.77,255.0,41.61,25.44,1.72,0.0
20050131:1406,387.78,513.03,27.67,25.34,1.59,0.0
20050131:1506,176.26,265.03,13.47,24.96,0.76,0.0
20050131:1606,0.0,0.0,-0.82,23.99,0.41,0.0
20050131:1706,0.0,0.0,0.0,23.52,0.28,0.0
20050131:1806,0.0,0.0,0.0,23.06,0.55,0.0
20050131:1906,0.0,0.0,0.0,21.48,1.1,0.0
20050131:2006,0.0,0.0,0.0,20.9,1.66,0.0
20050131:2106,0.0,0.0,0.0,20.68,2.07,0.0
20050131:2206,0.0,0.0,0.0,20.8,2.28,0.0
20050131:2306,0.0,0.0,0.0,20.87,2.41,0.0
20050201:0006,0.0,0.0,0.0,20.97,2.34,0.0
20050201:0106,0.0,0.0,0.0,20.97,2.28,0.0
20050201:0206,0.0,0.0,0.0,20.28,1.72,0.0
20050201:0306,0.0,0.0,0.0,20.0,2.48,0.0
20050201:0406,0.0,0.0,0.0,20.11,2.34,0.0
20050201:0506,64.14,101.01,14.91,20.61,1.79,0.0
20050201:0606,150.91,202.0,29.12,21.84,1.86,0.0
20050201:0706,31.97,55.0,43.05,21.75,2.9,0.0
20050201:0806,46.75,74.0,56.31,21.43,2.28,0.0
20050201:0906,552.95,714.02,67.61,22.06,2.21,0.0
20050201:1006,705.3,927.03,72.56,23.22,2.55,0.0
20050201:1106,553.66,717.01,66.68,24.14,3.17,0.0
20050201:1206,554.47,716.02,55.08,23.38,2.76,0.0
20050201:1306,559.11,727.03,41.73,23.51,1.86,0.0
20050201:1406,364.59,477.02,27.76,23.76,1.66,0.0
20050201:1506,171.82,253.02,13.54,23.57,0.69,0.0
20050201:1606,0.0,0.0,-0.78,22.92,0.28,0.0
20050201:1706,0.0,0.0,0.0,22.42,0.34,0.0
20050201:1806,0.0,0.0,0.0,21.45,0.83,0.0
20050201:1906,0.0,0.0,0.0,20.6,1.45,0.0
20050201:2006,0.0,0.0,0.0,20.57,1.17,0.0
20050201:2106,0.0,0.0,0.0,20.13,1.24,0.0
20050201:2206,0.0,0.0,0.0,19.41,1.45,0.0
20050201:2306,0.0,0.0,0.0,19.13,1.52,0.0
20050202:0006,0.0,0.0,0.0,19.09,1.59,0.0
20050202:0106,0.0,0.0,0.0,19.14,1.79,0.0
20050202:0206,0.0,0.0,0.0,19.77,2.34,0.0
20050202:0306,0.0,0.0,0.0,19.88,2.62,0.0
20050202:0406,0.0,0.0,0.0,20.15,2.14,0.0
20050202:0506,59.61,94.01,14.9,19.96,1.24,0.0
20050202:0606,259.86,335.02,29.14,20.99,1.72,0.0
20050202:0706,467.26,597.04,43.1,22.71,1.72,0.0
20050202:0806,615.63,803.04,56.41,23.33,1.72,0.0
20050202:0906,692.68,914.04,67.8,23.73,2.14,0.0
20050202:1006,644.24,845.02,72.85,24.4,2.76,0.0
20050202:1106,354.46,459.0,66.92,24.76,2.97,0.0
20050202:1206,662.85,868.03,55.24,24.32,2.62,0.0
20050202:1306,443.98,576.02,41.84,24.39,1.93,0.0
20050202:1406,279.58,367.01,27.84,24.31,1.38,0.0
20050202:1506,187.48,283.03,13.6,23.89,0.97,0.0
20050202:1606,0.0,0.0,-0.75,23.11,0.55,0.0
20050202:1706,0.0,0.0,0.0,21.9,0.9,0.0
20050202:1806,0.0,0.0,0.0,20.83,1.93,0.0
20050202:1906,0.0,0.0,0.0,20.91,2.69,0.0
20050202:2006,0.0,0.0,0.0,20.78,2.69,0.0
20050202:2106,0.0,0.0,0.0,20.62,2.41,0.0
20050202:2206,0.0,0.0,0.0,20.24,2.14,0.0
20050202:2306,0.0,0.0,0.0,19.53,1.79,0.0
20050203:0006,0.0,0.0,0.0,19.13,1.52,0.0
20050203:0106,0.0,0.0,0.0,18.56,1.72,0.0
20050203:0206,0.0,0.0,0.0,18.29,1.79,0.0
20050203:0306,0.0,0.0,0.0,18.5,1.52,0.0
20050203:0406,0.0,0.0,0.0,17.63,1.72,0.0
20050203:0506,70.86,111.01,14.89,18.84,1.72,0.0
20050203:0606,266.64,343.02,29.15,21.9,2.83,0.0
20050203:0706,485.49,611.04,43.15,22.79,3.45,0.0
20050203:0806,590.23,751.03,56.52,23.35,3.79,0.0
20050203:0906,656.03,847.03,68.0,24.11,3.79,0.0
20050203:1006,713.19,930.03,73.14,24.58,3.79,0.0
20050203:1106,382.22,493.0,67.15,24.96,3.72,0.0
20050203:1206,223.03,293.0,55.4,25.0,3.31,0.0
20050203:1306,576.32,747.03,41.96,25.2,2.97,0.0
20050203:1406,365.58,479.02,27.92,24.93,2.14,0.0
20050203:1506,178.13,264.02,13.65,24.27,1.17,0.0
20050203:1606,0.0,0.0,-0.71,23.28,0.34,0.0
20050203:1706,0.0,0.0,0.0,22.12,0.69,0.0
20050203:1806,0.0,0.0,0.0,20.8,1.59,0.0
20050203:1906,0.0,0.0,0.0,20.79,2.69,0.0
20050203:2006,0.0,0.0,0.0,20.72,2.83,0.0
20050203:2106,0.0,0.0,0.0,20.79,2.76,0.0
20050203:2206,0.0,0.0,0.0,20.65,2.62,0.0
20050203:2306,0.0,0.0,0.0,20.55,2.62,0.0
20050204:0006,0.0,0.0,0.0,20.56,2.62,0.0
20050204:0106,0.0,0.0,0.0,20.52,2.55,0.0
20050204:0206,0.0,0.0,0.0,20.49,2.55,0.0
20050204:0306,0.0,0.0,0.0,20.42,2.48,0.0
20050204:0406,0.0,0.0,0.0,20.25,2.34,0.0
20050204:0506,70.23,111.01,14.89,20.63,1.72,0.0
20050204:0606,278.25,363.03,29.17,23.92,1.72,0.0
20050204:0706,439.29,568.03,43.21,24.83,1.59,0.0
20050204:0806,577.55,760.03,56.62,25.54,1.72,0.0
20050204:0906,707.54,953.04,68.2,26.07,1.79,0.0
20050204:1006,762.66,1038.04,73.44,26.1,1.86,0.0
20050204:1106,747.85,1014.04,67.39,26.36,2.0,0.0
20050204:1206,702.47,942.04,55.56,26.46,2.07,0.0
20050204:1306,594.17,782.04,42.07,26.05,2.14,0.0
20050204:1406,413.01,545.03,28.0,25.5,2.07,0.0
20050204:1506,190.48,287.03,13.7,25.09,2.41,0.0
20050204:1606,0.0,0.0,-0.68,24.01,2.69,0.0
20050204:1706,0.0,0.0,0.0,23.06,2.55,0.0
20050204:1806,0.0,0.0,0.0,22.49,2.34,0.0
20050204:1906,0.0,0.0,0.0,22.11,2.48,0.0
20050204:2006,0.0,0.0,0.0,21.77,2.55,0.0
20050204:2106,0.0,0.0,0.0,21.52,2.48,0.0
20050204:2206,0.0,0.0,0.0,21.36,2.28,0.0
20050204:2306,0.0,0.0,0.0,20.95,2.14,0.0
20050205:0006,0.0,0.0,0.0,20.48,2.0,0.0
20050205:0106,0.0,0.0,0.0,19.95,1.86,0.0
20050205:0206,0.0,0.0,0.0,19.75,1.66,0.0
20050205:0306,0.0,0.0,0.0,19.83,1.45,0.0
20050205:0406,0.0,0.0,0.0,19.57,1.45,0.0
20050205:0506,42.03,69.0,14.89,20.45,1.38,0.0
20050205:0606,192.67,256.01,29.2,24.45,1.86,0.0
20050205:0706,483.71,622.04,43.27,25.69,2.55,0.0
20050205:0806,633.73,824.04,56.73,26.14,3.17,0.0
20050205:0906,736.32,970.04,68.4,26.54,3.59,0.0
20050205:1006,785.57,1040.04,73.74,26.17,3.72,0.0
20050205:1106,770.64,1022.04,67.62,26.48,3.59,0.0
20050205:1206,708.54,933.04,55.71,26.53,3.38,0.0
20050205:1306,586.91,767.03,42.17,26.55,2.9,0.0
20050205:1406,402.98,532.03,28.08,26.19,2.28,0.0
20050205:1506,186.44,280.03,13.76,25.24,1.45,0.0
20050205:1606,0.0,0.0,-0.65,24.46,1.52,0.0
20050205:1706,0.0,0.0,0.0,23.28,1.86,0.0
20050205:1806,0.0,0.0,0.0,22.64,2.34,0.0
20050205:1906,0.0,0.0,0.0,22.27,3.24,0.0
20050205:2006,0.0,0.0,0.0,22.19,3.38,0.0
20050205:2106,0.0,0.0,0.0,22.16,3.31,0.0
20050205:2206,0.0,0.0,0.0,22.06,2.97,0.0
20050205:2306,0.0,0.0,0.0,21.86,2.55,0.0
20050206:0006,0.0,0.0,0.0,21.46,2.34,0.0
20050206:0106,0.0,0.0,0.0,21.05,2.28,0.0
20050206:0206,0.0,0.0,0.0,21.19,2.76,0.0
20050206:0306,0.0,0.0,0.0,21.0,3.1,0.0
20050206:0406,0.0,0.0,0.0,21.27,3.1,0.0
20050206:0506,65.46,104.01,14.89,21.98,2.9,0.0
20050206:0606,254.08,330.02,29.22,23.83,3.1,0.0
20050206:0706,450.58,573.03,43.33,24.88,3.59,0.0
20050206:0806,622.29,807.04,56.85,25.56,3.1,0.0
20050206:0906,716.2,950.04,68.61,26.03,2.76,0.0
20050206:1006,765.25,1024.04,74.05,26.31,2.9,0.0
20050206:1106,749.05,1001.04,67.85,26.64,2.97,0.0
20050206:1206,659.51,874.03,55.87,26.58,2.62,0.0
20050206:1306,310.02,407.0,42.28,26.41,1.93,0.0
20050206:1406,58.91,91.0,28.15,25.9,1.93,0.0
20050206:1506,136.91,196.01,13.8,25.43,1.52,0.0
20050206:1606,0.0,0.0,-0.63,24.66,1.59,0.0
20050206:1706,0.0,0.0,0.0,23.64,2.0,0.0
20050206:1806,0.0,0.0,0.0,22.97,2.55,0.0
20050206:1906,0.0,0.0,0.0,22.87,3.03,0.0
20050206:2006,0.0,0.0,0.0,22.64,3.03,0.0
